We'll leave now, okay?	我们 现在 走, 好吗?	wǒ men xiàn zài zǒu hǎo ma	[sound:PM3-U09-447.mp3]	[sound:PM3-U09-448_PM3-U09-449.mp3]	3	9	26m25s
I'd like to eat Peking duck.	我想 吃 北京烤鸭｡	wǒ xiǎng chī běi jīng kǎo yā	[sound:PM3-U09-456.mp3]	[sound:PM3-U09-457.mp3]	3	9	26m57s
What about you Mr. Lou?	您 呢 陆 先生?	nín ne lù xiān sheng	[sound:PM3-U09-458.mp3]	[sound:PM3-U09-459_PM3-U09-460.mp3]	3	9	27m10s
I too would like to eat Peking duck.	我 也想 吃 北京烤鸭｡	wǒ yě xiǎng chī běi jīng kǎo yā	[sound:PM3-U09-463.mp3]	[sound:PM3-U09-464.mp3]	3	9	27m26s
Later we'll drink some tea, okay?	过 一会儿 我们 和 一点 查 好吗?	guò yī huì r5 wǒ men hé yī diǎn chá hǎo ma	[sound:PM3-U09-466.mp3]	[sound:PM3-U09-467_PM3-U09-468.mp3]	3	9	27m43s
Is Mister Chen in?	陈先生 在 吗?	chén xiān sheng zài ma	[sound:PM3-U09-477.mp3]	[sound:PM3-U09-478.mp3]	3	9	28m16s
I'm sorry, he is not in.	对不起 他 不在｡	duì bu qǐ, tā bù zài	[sound:PM3-U09-481.mp3]	[sound:PM3-U09-482_PM3-U09-483.mp3]	3	9	28m33s
I don't know where he is.	我不知道 他在 哪儿｡	wǒ bù zhī dào tā zài nǎ r5	[sound:PM3-U09-485.mp3]	[sound:PM3-U09-486.mp3]	3	9	28m47s
But he will return right away.	可是 他 马上 就 回来｡	kě shì tā mǎ shàng jiù huí lai	[sound:PM3-U09-488.mp3]	[sound:PM3-U09-489.mp3]	3	9	29m04s
I have to leave at twelve.	我 得 十二点 走｡	wǒ de shí èr diǎn zǒu	[sound:PM3-U09-493.mp3]	[sound:PM3-U09-494.mp3]	3	9	29m27s
