Excuse me, is Mr Lynn in?	请问, 林 先生 在 吗?	qǐng wèn lín xiān sheng zài ma	[sound:PM3-U10-242.mp3]	[sound:PM3-U10-243_PM3-U10-244.mp3]	3	10	13m04s
No he's not in.	不再, 他 不在｡	bù zài tā bù zài	[sound:PM3-U10-246.mp3]	[sound:PM3-U10-247_PM3-U10-248.mp3]	3	10	13m17s
I'll call again later.	我 过 一会儿 再 打｡	wǒ guò yī huì r5 zài dǎ	[sound:PM3-U10-250.mp3]	[sound:PM3-U10-252.mp3]	3	10	13m30s
Embassy.	大使馆｡	dà shǐ guǎn	[sound:PM3-U10-284.mp3]	[sound:PM3-U10-286.mp3]	3	10	15m17s
American embassy.	美国 大使馆｡	měi guó dà shǐ guǎn	[sound:PM3-U10-303.mp3]	[sound:PM3-U10-304.mp3]	3	10	16m16s
Hello, American embassy.	您好 美国 大使馆｡	nín hǎo měi guó dà shǐ guǎn	[sound:PM3-U10-305.mp3]	[sound:PM3-U10-308.mp3]	3	10	16m36s
Please allow me to ask: Is Mister Payton in?	请问 陪同 先生 在 吗?	qǐng wèn péi tóng xiān sheng zài ma	[sound:PM3-U10-310_PM3-U10-311.mp3]	[sound:PM3-U10-312_PM3-U10-313.mp3]	3	10	16m52s
I'm sorry Mister Payton is not in.	对不起, 黑 颈 先生 不再｡	duì bu qǐ hēi jǐng xiān sheng bù zài	[sound:PM3-U10-316.mp3]	[sound:PM3-U10-317_PM3-U10-318.mp3]	3	10	17m14s
How would she tell you that the subways faster than the bus.	地铁 比 公共汽车 快｡	dì tiě bǐ gōng gòng qì chē kuài	[sound:PM3-U10-338.mp3]	[sound:PM3-U10-339_PM3-U10-340.mp3]	3	10	18m47s
The subway is better.	地铁 好｡	dì tiě hǎo	[sound:PM3-U10-348.mp3]	[sound:PM3-U10-349.mp3]	3	10	19m14s
Please take the subway.	请坐 地铁｡	qǐng zuò dì tiě	[sound:PM3-U10-352.mp3]	[sound:PM3-U10-354.mp3]	3	10	19m30s
Please get on at Wang Fu Jing Avenue.	清 在 王府井 大街 上车｡	qīng zài wáng fǔ jǐng dà jiē shàng chē	[sound:PM3-U10-356.mp3]	[sound:PM3-U10-358.mp3]	3	10	19m43s
Please get on.	亲 上车｡	qīn shàng chē	[sound:PM3-U10-373.mp3]	[sound:PM3-U10-374.mp3]	3	10	20m18s
Please get off the car.	请 下车｡	qǐng xià chē	[sound:PM3-U10-382.mp3]	[sound:PM3-U10-384.mp3]	3	10	21m00s
To walk or to go on foot.	走路 去｡	zǒu lù qù	[sound:PM3-U10-408_PM3-U10-409.mp3]	[sound:PM3-U10-410.mp3]	3	10	22m32s
You can walk to the American embassy.	您 可以 走路 去 美国 大使馆｡	nín kě yǐ zǒu lù qù měi guó dà shǐ guǎn	[sound:PM3-U10-424.mp3]	[sound:PM3-U10-425.mp3]	3	10	23m21s
I have to go to the American embassy.	我 得 去 美国 大使馆｡	wǒ de qù měi guó dà shǐ guǎn	[sound:PM3-U10-430.mp3]	[sound:PM3-U10-431.mp3]	3	10	23m51s
The subway is faster than the bus.	地铁 比 公共汽车 快｡	dì tiě bǐ gōng gòng qì chē kuài	[sound:PM3-U10-434.mp3]	[sound:PM3-U10-435.mp3]	3	10	24m15s
I'm going to go to the American embassy.	我要 去 美国 大使馆｡	wǒ yào qù měi guó dà shǐ guǎn	[sound:PM3-U10-470.mp3]	[sound:PM3-U10-471.mp3]	3	10	27m15s
