I'm going to travel to Harbin	我要 去 哈尔滨 履行	wǒ yào qù hā ěr bīn lǚ xíng	[sound:PM3-U07-401_PM3-U07-402.mp3]	[sound:PM3-U07-406.mp3]	3	7	23m49s
Are you going to stay at a friends place?	您 要 住在 一个 朋友 那儿 吗	nín yào zhù zài yī gè péng you nà r5 ma	[sound:PM3-U07-412.mp3]	[sound:PM3-U07-414.mp3]	3	7	24m21s
no I'm not staying at my friend's place	不 我 不 住在 我的 朋友 那儿	bù wǒ bù zhù zài wǒ de péng you nà r5	[sound:PM3-U07-417.mp3]	[sound:PM3-U07-418_PM3-U07-419.mp3]	3	7	24m42s
Are you going to stay at the hotel?	您 要 住在 酒店 吗	nín yào zhù zài jiǔ diàn ma	[sound:PM3-U07-422.mp3]	[sound:PM3-U07-423.mp3]	3	7	25m04s
that's right, I'll stay at the hotel	是的 我要 住在 酒店	shì de wǒ yào zhù zài jiǔ diàn	[sound:PM3-U07-425.mp3]	[sound:PM3-U07-426_PM3-U07-427.mp3]	3	7	25m18s
Have you made a hotel reservation?	您 订 酒店 了 吗	nín dìng jiǔ diàn le ma	[sound:PM3-U07-428.mp3]	[sound:PM3-U07-431.mp3]	3	7	25m31s
I haven't yet made a hotel reservation	我 还没有 订 酒店	wǒ hái méi yǒu dìng jiǔ diàn	[sound:PM3-U07-438.mp3]	[sound:PM3-U07-439_PM3-U07-440.mp3]	3	7	26m02s
I have to reserve seats	我的 定做	wǒ de dìng zuò	[sound:PM3-U07-446.mp3]	[sound:PM3-U07-447.mp3]	3	7	26m31s
Last year you went to Harbin, didn't you?	去年 您 去 哈尔滨 了 是吧	qù nián nín qù hā ěr bīn le shì ba	[sound:PM3-U07-451_PM3-U07-452_PM3-U07-453.mp3]	[sound:PM3-U07-454_PM3-U07-455_PM3-U07-456.mp3]	3	7	26m54s
Did you stay at your friend's place?	您 住在 您的 朋友 那儿 了 吗	nín zhù zài nín de péng you nà r5 le ma	[sound:PM3-U07-459.mp3]	[sound:PM3-U07-460.mp3]	3	7	27m11s
no, I stayed at a hotel	不 我 住在 酒店 了	bù wǒ zhù zài jiǔ diàn le	[sound:PM3-U07-463.mp3]	[sound:PM3-U07-467_PM3-U07-468.mp3]	3	7	27m36s
Was the hotel expensive?	酒店 贵 吗	jiǔ diàn guì ma	[sound:PM3-U07-471.mp3]	[sound:PM3-U07-473.mp3]	3	7	27m53s
yes, it was very expensive	贵 很 贵	guì hěn guì	[sound:PM3-U07-476.mp3]	[sound:PM3-U07-477_PM3-U07-478.mp3]	3	7	28m08s
How was the weather?	天气 怎么样	tiān qì zěn me yàng	[sound:PM3-U07-483.mp3]	[sound:PM3-U07-484.mp3]	3	7	28m29s
Was Harbin cold?	哈尔滨 冷 吗	hā ěr bīn lěng ma	[sound:PM3-U07-491_PM3-U07-492_PM3-U07-493.mp3]	[sound:PM3-U07-494.mp3]	3	7	29m00s
yes, very cold	冷 很 冷	lěng hěn lěng	[sound:PM3-U07-495.mp3]	[sound:PM3-U07-496_PM3-U07-497.mp3]	3	7	29m10s
Was the hotel expensive?	酒店 贵 吗	jiǔ diàn guì ma	[sound:PM3-U07-498.mp3]	[sound:PM3-U07-499.mp3]	3	7	29m20s
no, not very expensive	不贵 不是 很 贵	bù guì bù shi hěn guì	[sound:PM3-U07-502.mp3]	[sound:PM3-U07-503_PM3-U07-504.mp3]	3	7	29m38s
